"gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster"
"ND2",5.81214337654893e-06,-0.28277852464622,1,1,0.0610158811670107,"6"
"SEPHS2",5.87525159148739e-06,0.402614358544517,1,0.746,0.0616783912074346,"6"
"HBEGF",5.93948048652209e-06,0.503032147002182,0.8,0.244,0.0623526661475089,"6"
"CYTIP",6.17417849287438e-06,0.3514312767284,0.6,0.136,0.0648165258181953,"6"
"ZXDB",6.41485192984791e-06,0.499485014299712,0.6,0.158,0.0673431155595434,"6"
"H2BC12",6.5740890890938e-06,0.452276794859434,1,0.713,0.0690147872573067,"6"
"MYO10",6.75996223749916e-06,-0.899077142753286,0,0.674,0.0709660835692662,"6"
"EZH2",6.81305740356109e-06,0.535185755501667,0.933,0.47,0.0715234766225843,"6"
"TIAM1",7.06822248253027e-06,0.443205169687208,0.667,0.183,0.0742021996216028,"6"
"ASPH",7.12653297139849e-06,-0.824025430156448,0.2,0.828,0.0748143431337414,"6"
"SH3BGRL",7.3589499108709e-06,0.467359196728428,1,0.667,0.0772542561643227,"6"
"RAB5C",8.08358716904451e-06,0.462956903070791,0.867,0.294,0.0848614981006292,"6"
"ISYNA1",8.16100830187989e-06,0.525541551636711,0.867,0.323,0.0856742651531351,"6"
"H4-16",8.27813994684101e-06,0.255868013303639,0.533,0.108,0.086903913161937,"6"
"RPL6P10",8.39113571667814e-06,0.321295865710617,0.933,0.52,0.0880901427536871,"6"
"DHRS9",8.61491645626044e-06,0.308196101647822,0.333,0.047,0.0904393929578221,"6"
"CRISPLD2",8.62149186350612e-06,0.399685662933429,0.6,0.147,0.0905084215830872,"6"
"CDKL3",8.8937549888295e-06,0.425783361006386,0.6,0.158,0.0933666398727321,"6"
"RCOR1",9.10103604450473e-06,0.471418200177778,0.8,0.28,0.0955426763952106,"6"
"PNMA1",9.12834668034235e-06,0.421163435935022,0.6,0.151,0.095829383450234,"6"
"DNAJC12",9.15658682733205e-06,0.558028383449726,0.8,0.262,0.0961258485133319,"6"
"HYPK",9.21982792276068e-06,0.460957838972946,1,0.663,0.0967897535331416,"6"
"PSME2P1",9.25210977823248e-06,0.359791924604947,1,0.659,0.0971286484518846,"6"
"UBE2D1",9.5965456454664e-06,0.545723440717093,0.933,0.462,0.100744536186106,"6"
"HEATR3",9.60728986406653e-06,0.294103780021437,0.467,0.093,0.10085732899297,"6"
"PTPRF",9.6889943061584e-06,-0.543777153772355,0.667,0.9,0.101715062226051,"6"
"RPL10P16",1.04596451892854e-05,0.279832465303157,1,0.817,0.109805355197118,"6"
"ZNF92",1.06812691104666e-05,0.56550515409956,0.8,0.297,0.112131963121678,"6"
"ANLN",1.06959164820505e-05,0.56485475322506,0.667,0.194,0.112285731228566,"6"
"NUDT4",1.07162022890145e-05,0.388294412219279,1,0.763,0.112498691630075,"6"
"TRMT12",1.09093937178683e-05,0.472757212853998,0.733,0.222,0.114526815250181,"6"
"MTSS1",1.1022307234281e-05,0.499365048372852,1,0.455,0.115712181345482,"6"
"ND5",1.1189252856072e-05,-0.276995250286283,1,1,0.117464776483044,"6"
"PLK2",1.14535223414019e-05,0.400138826981348,1,0.742,0.120239077540037,"6"
"MZF1-AS1",1.14811922669899e-05,0.318380358031009,0.6,0.147,0.12052955641886,"6"
"CMC4",1.15136939526951e-05,0.325338037906765,0.533,0.115,0.120870759115393,"6"
"KPNA2",1.17672522499575e-05,0.478446739733824,1,0.699,0.123532614120054,"6"
"NDUFAF6",1.1786064632146e-05,0.502008223141138,0.933,0.401,0.123730106508269,"6"
"NUPR2",1.22946557393926e-05,0.382122833867088,0.667,0.176,0.129069295952144,"6"
"G6PD",1.2702940144286e-05,0.367431334487312,0.867,0.312,0.133355465634714,"6"
"ANKRD10",1.29699957802493e-05,-0.582535184280899,0.667,0.914,0.136159015701057,"6"
"LIMCH1",1.32361163825437e-05,-0.969311307741779,0,0.649,0.138952749783944,"6"
"RDH10",1.34715500756728e-05,0.512090312747779,1,0.459,0.141424332694413,"6"
"VCPIP1",1.36585097060114e-05,0.46930781400537,0.933,0.455,0.143387034893708,"6"
"DAGLB",1.36727352583846e-05,0.454109021861084,0.6,0.161,0.143536374742521,"6"
"TTN",1.38974226206773e-05,0.25088019493399,0.333,0.05,0.14589514267187,"6"
"CDK7",1.41044385042347e-05,0.485606170399451,1,0.577,0.148068395417456,"6"
"TBCC",1.44664476527248e-05,0.507207959438941,0.933,0.362,0.151868767458305,"6"
"PHLPP2",1.45147315524525e-05,0.386064768876286,0.667,0.19,0.152375651837647,"6"
"RNF5",1.46989463005716e-05,0.478960552677511,1,0.444,0.154309538263401,"6"
"CD3D",1.51192095248406e-05,0.410598981947801,0.4,0.072,0.158721461591776,"6"
"AK4",1.53311869168328e-05,-0.881039567147868,0.067,0.67,0.16094680025291,"6"
"LRBA",1.54154834481355e-05,0.492803571444634,0.933,0.487,0.161831745238526,"6"
"TSPAN1",1.56274581053444e-05,0.546968942042752,0.933,0.448,0.164057055189905,"6"
"CDKN3",1.57006139816735e-05,0.562712349548615,0.667,0.197,0.164825045579609,"6"
"SMG8",1.59831845686715e-05,0.401260155172594,0.467,0.104,0.167791471601914,"6"
"FANCM",1.59916316462513e-05,0.511454229797546,0.533,0.133,0.167880149022346,"6"
"PVT1",1.60895109387862e-05,0.515518250831722,0.867,0.348,0.168907685835377,"6"
"SLC10A3",1.66425580747402e-05,0.483449584468185,0.667,0.197,0.174713574668622,"6"
"PLAAT3",1.71811867709862e-05,0.544611076614358,1,0.455,0.180368098721814,"6"
"AURKA",1.80519844164262e-05,0.499355085398847,0.533,0.129,0.189509732403642,"6"
"FAM114A1",1.80840400482829e-05,-0.870542732593331,0.067,0.688,0.189846252426874,"6"
"OAZ1",1.8118630836436e-05,-0.302729262865733,1,0.964,0.190209386520905,"6"
"SLC30A1",1.85419040821626e-05,0.490174274574586,0.933,0.394,0.194652909054543,"6"
"GNS",1.9708547249859e-05,0.505390016031085,0.933,0.516,0.20690032902902,"6"
"SLC19A2",1.99690139648021e-05,0.550137101558697,0.867,0.47,0.209634708602492,"6"
"CCNE1",2.00079297586928e-05,0.482771968868914,0.533,0.133,0.210043246606757,"6"
"PELO",2.03380181614314e-05,0.390377080171713,0.867,0.269,0.213508514658707,"6"
"ARGLU1",2.0807334172627e-05,-0.406333061299379,0.867,0.946,0.218435394144239,"6"
"RASA1",2.08211362826152e-05,0.515024631016537,0.667,0.211,0.218580288694894,"6"
"SIRT1",2.13607014871306e-05,0.517023184134603,0.933,0.466,0.224244644211897,"6"
"TES",2.19315782237077e-05,-0.6674864214411,0.467,0.849,0.230237708192484,"6"
"NUP205",2.23392711889977e-05,0.493272424425854,0.933,0.466,0.234517668942098,"6"
"TUBA1A",2.2672415942967e-05,-0.7912316639748,0.467,0.824,0.238015022569268,"6"
"RCN1",2.30435677251724e-05,-0.850531620709968,0,0.627,0.24191137397886,"6"
"LOC100419928",2.34784919574432e-05,0.331946753702954,0.6,0.151,0.246477208569239,"6"
"WDR44",2.45412178089193e-05,0.438417667107021,0.867,0.294,0.257633704558035,"6"
"NBR1",2.50077647282212e-05,0.451011003866634,1,0.455,0.262531514116866,"6"
"STS",2.5162148641225e-05,0.390690675726536,0.733,0.222,0.26415223643558,"6"
"NEDD4L",2.5945864502592e-05,0.532511028744964,0.933,0.452,0.27237968554821,"6"
"PDPR",2.60833480865541e-05,0.34830602998863,0.6,0.158,0.273822988212645,"6"
"ND3",2.63824647393314e-05,-0.277477524833674,1,0.996,0.276963114833501,"6"
"LAGE3",2.66014128736016e-05,0.509984856006136,0.867,0.487,0.27926163234707,"6"
"SNHG29",2.74895726385465e-05,-0.256588586558923,1,0.971,0.288585533559461,"6"
"HMGN5",2.8603417799997e-05,0.482662994317188,0.867,0.366,0.300278680064369,"6"
"GALNT4",2.87882283497218e-05,0.391009861073798,0.6,0.161,0.302218821215379,"6"
"ZCCHC8",2.96667887878643e-05,0.471539444594887,0.933,0.419,0.311441948694999,"6"
"INTS2",2.97926590488416e-05,0.368677230836352,0.6,0.165,0.312763334694739,"6"
"NUP153",3.23265176671048e-05,0.479178390188719,0.933,0.52,0.339363782469266,"6"
"ZNF165",3.24047751441113e-05,0.602064340901193,0.933,0.452,0.34018532946288,"6"
"NETO2",3.24586142506946e-05,0.452894529088165,0.667,0.197,0.340750532403792,"6"
"ATF2",3.36664474138295e-05,0.462309315229222,0.933,0.534,0.353430364950382,"6"
"GALM",3.38019544326676e-05,0.483827667042389,0.8,0.305,0.354852917634145,"6"
"RPL7P23",3.40098071890251e-05,0.31215851860653,0.8,0.337,0.357034955870385,"6"
"RBM15",3.44584249176813e-05,0.426266070693342,0.8,0.312,0.361744544785818,"6"
"TERF1",3.45276630498555e-05,0.500374862542173,1,0.538,0.362471406697383,"6"
"ZNF711",3.50840463794265e-05,0.462258911670923,0.667,0.204,0.36831231889122,"6"
"MTFR1",3.52446498103835e-05,0.421068125786289,0.933,0.427,0.369998333709406,"6"
"HAUS1",3.55774263111054e-05,0.494587069265683,0.867,0.315,0.373491821413984,"6"
"EID3",3.62071762741346e-05,0.393257876100453,0.533,0.133,0.380102936525865,"6"
"ZNF331",3.68583048765595e-05,0.541221731348334,0.867,0.376,0.386938484594122,"6"
"MT1E",3.72321800173769e-05,0.550189913390348,0.933,0.43,0.390863425822423,"6"
"SLC7A8",3.81590374113821e-05,0.461551236492063,1,0.43,0.400593574744689,"6"
"LSM12",3.86311276880286e-05,-0.280280192887484,1,0.953,0.405549578468924,"6"
"SOX11",3.93533046369255e-05,-0.925674127227436,0,0.606,0.413130992078444,"6"
"ZNF430",3.9977960477322e-05,0.536115263317154,0.8,0.366,0.419688629090926,"6"
"CEP83",4.13599281892425e-05,0.504632127382177,0.867,0.391,0.434196526130668,"6"
"ND4",4.19199443507038e-05,-0.266721463619543,1,1,0.440075575793688,"6"
"RP2",4.26511298466626e-05,0.311236171787314,0.667,0.19,0.447751561130264,"6"
"ZNF100",4.29004267395883e-05,0.596688725398798,0.667,0.258,0.450368679912198,"6"
"BEX4",4.2946233203425e-05,-0.881281166156954,0,0.602,0.450849556169556,"6"
"TMEM123",4.36215034547565e-05,-0.620930028735076,0.467,0.821,0.457938543268033,"6"
"SLC38A2",4.47434143905947e-05,0.254543651116502,1,0.935,0.469716364272463,"6"
"C1orf56",4.51642118940567e-05,-0.439945246421851,0.867,0.914,0.474133896463807,"6"
"LOC105376805",4.80210926408932e-05,0.438100846611448,0.6,0.165,0.504125430544097,"6"
"SFXN5",4.89681102383575e-05,0.492310185195659,0.6,0.186,0.514067221282278,"6"
"IGKC",4.96681466055838e-05,0.428678102998982,0.733,0.247,0.521416203065419,"6"
"GRB14",4.98991198804625e-05,0.503321747920358,0.667,0.183,0.523840960505095,"6"
"AGR3",5.56284909331886e-05,0.402104677072401,0.933,0.297,0.583987897816614,"6"
"ALCAM",5.56439731941701e-05,-0.869775399765509,0,0.591,0.584150430592397,"6"
"ZNF655",5.67262300072575e-05,0.360382328047747,0.733,0.204,0.59551196261619,"6"
"SEPTIN11",5.73558955151539e-05,-0.812182747040922,0.067,0.624,0.602122191118086,"6"
"ACOT13",5.82844758648288e-05,0.439962310978736,1,0.556,0.611870427628973,"6"
"ICA1",6.32718135066668e-05,-0.853454009504522,0.067,0.631,0.664227498192988,"6"
"FMC1-LUC7L2",6.36085466728402e-05,0.32437614854838,0.533,0.143,0.667762522971476,"6"
"GIGYF1",6.37338901237745e-05,-0.484203338717683,0.133,0.652,0.669078378519384,"6"
"TRIM8",6.40256215181514e-05,0.414209056492864,0.867,0.369,0.672140974697554,"6"
"FAM83D",6.40305662205835e-05,0.44834321305205,0.533,0.14,0.672192884183686,"6"
"TUFT1",6.41647255064306e-05,0.376432072882703,1,0.72,0.673601288366508,"6"
"MFSD14B",6.43155125063207e-05,0.446403218139053,0.933,0.573,0.675184250291355,"6"
"GCNA",6.73904562212302e-05,0.449035522920989,0.4,0.086,0.707465009410475,"6"
"CIB1",6.75151064361646e-05,-0.733858859795449,0.267,0.789,0.708773587366856,"6"
"ND6",6.94497983558955e-05,-0.253846477040132,1,1,0.729083983140191,"6"
"PPP3CA",6.96311136895394e-05,-0.691200830002806,0.267,0.778,0.730987431512784,"6"
"TMEM116",7.06848878579202e-05,0.414594233761159,0.8,0.254,0.742049952732446,"6"
"APAF1",7.09706196229874e-05,0.366592621473228,0.533,0.14,0.745049564802122,"6"
"NFATC3",7.14816760273562e-05,0.478367374672279,0.667,0.244,0.750414634935185,"6"
"EXOC5",7.22228875520109e-05,0.423217389976353,0.933,0.434,0.758195873521011,"6"
"WDR36",7.43654102608994e-05,0.471074350467252,0.867,0.441,0.780688076918922,"6"
"HOXB2",7.44117890293619e-05,0.354931949410299,0.733,0.247,0.781174961230241,"6"
"TBC1D25",7.56241654798673e-05,0.350707955813983,0.6,0.172,0.793902489207647,"6"
"H2AC6",7.59256677310527e-05,0.438106956084787,1,0.563,0.797067659840591,"6"
"CALM3",7.61151996673653e-05,0.457296946151381,1,0.516,0.799057366108001,"6"
"BRMS1L",7.64724403745179e-05,0.54819235771957,0.6,0.208,0.802807679051689,"6"
"ZNF622",7.667381081019e-05,0.489624638296783,0.933,0.47,0.804921665885374,"6"
"PDLIM1",7.80423550241189e-05,-0.873076223532522,0,0.577,0.819288643043201,"6"
"NSF",7.9447195357869e-05,0.499888391315502,0.867,0.462,0.834036656866909,"6"
"SPAG9",8.21296866674925e-05,0.40339121192548,1,0.667,0.862197450635336,"6"
"ANXA6",8.30936904717135e-05,0.348470508415883,0.667,0.208,0.872317562572048,"6"
"HOXC11",8.31032972146608e-05,0.291603382363896,0.6,0.172,0.872418414159509,"6"
"HAUS7",8.32217340448577e-05,0.541132543503276,0.467,0.125,0.873661764002916,"6"
"SLC22A5",8.36543713293541e-05,0.329978829640412,0.867,0.301,0.878203590215559,"6"
"CRIM1",8.62335897545362e-05,-0.736563206062348,0.067,0.627,0.905280225243122,"6"
"ZFAND2A",8.63655684708722e-05,0.469104629778855,0.933,0.649,0.906665737807216,"6"
"EOLA2",8.74660875717337e-05,0.441078733789524,0.933,0.584,0.918218987328061,"6"
"RPL24P4",8.80231274985074e-05,0.342113102387985,1,0.444,0.924066792479331,"6"
"FAM174A",8.84621767091793e-05,0.444283182900484,0.667,0.219,0.928675931092964,"6"
"NFIA",8.88203060858274e-05,-0.488280893222388,0.733,0.857,0.932435573289016,"6"
"CENPT",9.00563508276057e-05,0.372564092227746,0.667,0.211,0.945411570988205,"6"
"NXF1",9.47096721759519e-05,0.429490423679122,1,0.645,0.994262138503143,"6"
"SRGN",9.72646271264048e-05,0.384014745707602,0.667,0.208,1,"6"
"TNPO3",9.91194204984528e-05,0.428247121025767,0.867,0.373,1,"6"
"RPS10P6",9.95976948256437e-05,0.394425819343329,0.533,0.133,1,"6"
"TCEAL9",0.000100057089319212,-0.959670383319675,0,0.566,1,"6"
"RSBN1",0.000100371440791163,0.514306086308575,0.667,0.28,1,"6"
"COASY",0.000103441435868641,0.442499115524516,0.933,0.444,1,"6"
"SOCS6",0.000107196204692332,0.456468588111012,0.867,0.437,1,"6"
"TLK2",0.000107236603233513,0.444881323290371,0.933,0.416,1,"6"
"GPI",0.000107563051662406,-0.29422770203126,0.933,0.928,1,"6"
"FBXO32",0.00010791995258621,0.444690668325681,1,0.57,1,"6"
"KPNA6",0.00010859400836148,-0.380947105754988,0.8,0.914,1,"6"
"YPEL2",0.000108986963272451,0.442321392240304,0.867,0.391,1,"6"
"SLC7A6",0.000109980808067916,0.40302655188848,0.8,0.283,1,"6"
"FANCG",0.000112213473608333,0.292660510982539,0.4,0.082,1,"6"
"HSPA1B",0.000115989278659807,0.444094390339036,1,0.638,1,"6"
"NQO1",0.000119408445037962,0.319322794427354,1,0.821,1,"6"
"GATC",0.000119873690468647,0.391915367008926,0.533,0.158,1,"6"
"ATP6V0A1",0.000121131504078337,0.44683227539965,0.8,0.301,1,"6"
"SYNJ2BP",0.000124578292824447,0.46236749013515,0.867,0.394,1,"6"
"DRAM1",0.000124735745715526,0.282173325744268,0.733,0.226,1,"6"
"GATA2",0.00012759406062151,0.421020471279378,0.667,0.226,1,"6"
"CDC42BPA",0.000127719980011222,-0.704234885856557,0,0.556,1,"6"
"ZNF350",0.0001297626381618,0.528576728927129,0.733,0.315,1,"6"
"TAF9B",0.000131746481696496,0.447224298647861,0.867,0.355,1,"6"
"CYB5A",0.000132503827362866,-0.305996672875062,0.933,0.918,1,"6"
"CCNH",0.000135073363291157,0.440928433735287,1,0.412,1,"6"
"RBM22",0.000136343003634429,0.444754327346594,1,0.541,1,"6"
"TUBB2A",0.000137281423386466,0.401795580315173,0.933,0.409,1,"6"
"SIX4",0.000137978814055793,0.452296046519227,0.8,0.323,1,"6"
"RNASEK-C17orf49",0.000141218600864246,-0.464898511500222,0.2,0.659,1,"6"
"OTUD5",0.000141340938731828,0.347659119406948,0.867,0.337,1,"6"
"SPATS2L",0.000141665965014034,-0.7364647943418,0.067,0.609,1,"6"
"NKIRAS2",0.000146756236996404,0.407717545639954,0.933,0.398,1,"6"
"PPP1R1B",0.000148510077371105,-1.04546948584627,0.067,0.584,1,"6"
"AGA",0.000149975049091079,0.488495055218199,0.8,0.351,1,"6"
"FGD3",0.000154621170892191,0.273720380195843,0.4,0.086,1,"6"
"ACOT2",0.000156412546853163,0.326681498897666,0.733,0.24,1,"6"
"C5orf24",0.000158184826787466,0.419385641664386,0.8,0.362,1,"6"
"ZBTB10",0.000159174352549638,0.384281395626068,1,0.692,1,"6"
"DHX8",0.000160488949290361,0.388081179205017,1,0.659,1,"6"
"MLX",0.00016061664684349,0.434001854286389,0.933,0.47,1,"6"
"ECI2",0.000161671303642239,0.402546429711282,0.933,0.606,1,"6"
"HIF1A",0.000162086927026847,-0.58847025555863,0.467,0.853,1,"6"
"BLVRB",0.00016432029481526,0.440918100998422,1,0.584,1,"6"
"MEX3D",0.000168092113665316,-0.306318383803477,0.933,0.849,1,"6"
"DNAJA4",0.000171281024166415,0.477629768159163,0.867,0.462,1,"6"
"CAPG",0.000173029286878025,0.472336359263298,1,0.545,1,"6"
"UPRT",0.000177300298170345,0.489471678218709,0.533,0.161,1,"6"
"RBBP6",0.00017829174631052,0.269580227613431,1,0.839,1,"6"
"UBE2H",0.000183454898297199,0.315242792597497,1,0.789,1,"6"
"PET100",0.000184914653681128,-0.270067297314913,1,0.925,1,"6"
"GBP3",0.000185106878852454,0.491010270660012,0.667,0.244,1,"6"
"HSPA1A",0.000186316223993461,0.400155473938611,1,0.792,1,"6"
"SMARCE1",0.00018704007417169,0.305468924205208,1,0.835,1,"6"
"LOC100128966",0.000189884501361372,0.442360789576421,0.867,0.412,1,"6"
"TCEAL1",0.000190138078219238,0.432991904400689,1,0.487,1,"6"
"TUBG1",0.000190190674889227,0.439670350791858,1,0.47,1,"6"
"SPATA20",0.000190900561704767,0.345899800391765,0.733,0.262,1,"6"
"TIMP3",0.000191033683930738,0.427373168600269,0.867,0.308,1,"6"
"BCL2",0.00019110676712789,0.331131535499458,0.6,0.179,1,"6"
"LOC100288175",0.000192935888503615,0.484129064012278,0.533,0.154,1,"6"
"MRPL35",0.00019304286370593,0.436779909216848,0.867,0.387,1,"6"
"UTP15",0.00019492228384275,0.327549715138371,0.867,0.319,1,"6"
"SORBS2",0.000205443588054825,-0.800597846249527,0,0.534,1,"6"
"RGS2",0.000208493371732301,0.307223522184977,0.867,0.294,1,"6"
"ACLY",0.000208978893766479,0.315934837429112,1,0.728,1,"6"
"SPR",0.000210586173194821,0.458784560246071,0.8,0.38,1,"6"
"THAP2",0.000218887690066574,0.399974260260985,0.6,0.201,1,"6"
"TTN-AS1",0.000221005172498317,0.334596652087453,0.533,0.147,1,"6"
"FCGRT",0.000221365900397971,0.45950063074063,0.867,0.43,1,"6"
"RIPK2",0.000221509162228323,0.402723013001944,0.867,0.616,1,"6"
"MBIP",0.000227237914147185,0.493999072852688,0.8,0.394,1,"6"
"MYO1D",0.000228195808914885,0.325440179957769,0.533,0.154,1,"6"
"MED12",0.000229970775737204,0.3235012678352,0.6,0.197,1,"6"
"RPS14P1",0.000231886691936884,0.334684586054206,1,0.584,1,"6"
"RIPOR1",0.000233892371768685,0.268806269550142,0.533,0.143,1,"6"
"ARHGAP32",0.000234156588330914,0.422269210728533,0.867,0.487,1,"6"
"GPR82",0.000235454195454986,0.527881424897776,0.467,0.136,1,"6"
"SUMF2",0.000236763433912452,-0.328349969703426,1,0.935,1,"6"
"MT1G",0.000237448973212844,0.46946258119244,0.933,0.491,1,"6"
"IDE",0.000237622341729966,0.433968479268338,0.933,0.437,1,"6"
"AUTS2",0.000239819136266996,-0.521276356637256,0,0.527,1,"6"
"GON7",0.000241817724550661,0.402896125600268,0.667,0.222,1,"6"
"CTPS2",0.000242108148998479,0.404044053589995,0.8,0.326,1,"6"
"POLE2",0.000247206533828024,0.270132198817305,0.533,0.14,1,"6"
"NBPF1",0.00024997946901649,0.365539182057812,0.933,0.459,1,"6"
"ARHGEF11",0.000250312876639467,0.352630024839387,0.533,0.154,1,"6"
"RABGEF1",0.000252491820673327,0.397426566894651,0.867,0.459,1,"6"
"TSPAN3",0.000256379811652352,-0.704174676172555,0.2,0.688,1,"6"
"CDCP1",0.000257217364747397,-0.722895826019212,0.133,0.602,1,"6"
"DNAL1",0.000257571104310047,0.39271564411065,0.667,0.229,1,"6"
"OSBPL1A",0.000258929299458691,-0.751758108638506,0,0.523,1,"6"
"ARHGAP29",0.000263952775106848,0.397606288717303,0.933,0.613,1,"6"
"PPWD1",0.000276718343508568,0.439301520616139,0.867,0.459,1,"6"
"TMED3",0.000277740706870307,-0.693545469841163,0.2,0.713,1,"6"
"C18orf21",0.00028167164344537,0.408514532232023,0.867,0.366,1,"6"
"DYM",0.000281789392131242,0.367228181036017,0.733,0.28,1,"6"
"PPP1R10",0.000285291367249418,0.33647425686386,1,0.713,1,"6"
"TRIB1",0.000287299234127488,0.394395076496886,0.933,0.688,1,"6"
"SPINT2",0.000287891132550853,-0.250672001768695,1,0.961,1,"6"
"NVL",0.000295082047816122,0.398090987111251,1,0.627,1,"6"
"ALDH7A1",0.000296299384030396,0.447321917534024,0.867,0.434,1,"6"
"RAP1A",0.000296577959838325,0.428386234939055,0.867,0.43,1,"6"
"FRMD6",0.000297760454181989,0.342639795150241,1,0.376,1,"6"
"RBP1",0.000301429327568557,-0.938720134378052,0,0.516,1,"6"
"LANCL1",0.000302157056403106,0.279297691197961,0.733,0.262,1,"6"
"GLRX2",0.000305981880857862,0.410025459233632,0.667,0.258,1,"6"
"LRRK2",0.00031017332403401,0.299681127027167,0.4,0.097,1,"6"
"ATG14",0.000311176017010427,0.360166492807761,0.667,0.272,1,"6"
"MAN2A1",0.000313800147802573,0.407186576699985,0.8,0.358,1,"6"
"NCOA2",0.000315569441126652,0.377135224466312,0.867,0.387,1,"6"
"PTTG1",0.000315946184998759,0.493958590590354,0.733,0.294,1,"6"
"GOLM1",0.000318070919205625,-0.580842194426034,0.267,0.774,1,"6"
"CSTB",0.000324345092853507,-0.31940567852961,0.8,0.903,1,"6"
"PHGDH",0.000325008629860699,-0.762700876135613,0,0.513,1,"6"
"ODF2L",0.000326386779843059,-0.686471361191574,0.2,0.649,1,"6"
"IL6ST",0.000329284859845469,0.402895839084002,1,0.57,1,"6"
"RHOF",0.000337362975913605,0.361914923639482,0.867,0.348,1,"6"
"CLK4",0.000340512230377289,0.453656852648908,0.867,0.459,1,"6"
"RPS23P8",0.000342705964649668,0.348383946815234,0.933,0.509,1,"6"
"CD83",0.000346784149766452,0.277111958757176,0.6,0.183,1,"6"
"EPG5",0.000353978674718993,0.370700207316515,0.667,0.254,1,"6"
"TLE4",0.000354861558723093,0.324776594708113,0.6,0.19,1,"6"
"PIM2",0.000357231291867621,0.360229558042504,0.933,0.473,1,"6"
"CACYBP",0.000365099944452955,0.281974523281474,1,0.835,1,"6"
"AVPI1",0.000365214479636671,0.51920911366028,0.467,0.151,1,"6"
"RIN2",0.000367034283656913,-0.492210247375188,0.6,0.824,1,"6"
"ZCCHC14",0.00036960018561767,0.27371615305669,0.733,0.254,1,"6"
"HEXIM1",0.00037043608716229,0.393040553554922,0.867,0.43,1,"6"
"PVALB",0.000373510200072318,0.412667819886739,0.6,0.168,1,"6"
"R3HDM1",0.000381201153247309,0.393992370473393,0.933,0.48,1,"6"
"THUMPD3",0.000392726127299166,-0.688483854911302,0.267,0.652,1,"6"
"IFNGR1",0.000392745635249117,-0.644042017508159,0.333,0.781,1,"6"
"SNCG",0.00040351465163488,0.522488291998146,0.933,0.391,1,"6"
"FAM102A",0.000403857728570072,0.338350006434856,0.867,0.362,1,"6"
"SMAP2",0.000406816506550834,0.40599255533518,0.667,0.283,1,"6"
"TRAPPC6B",0.000407850721200389,0.431453331119945,0.8,0.387,1,"6"
"MKNK2",0.000414741673796235,-0.51368152294057,0.4,0.832,1,"6"
"SLPI",0.000419472716499506,-0.876372871268758,0.067,0.563,1,"6"
"POLR2C",0.00043408667470316,0.408803507964349,0.933,0.455,1,"6"
"MAGED2",0.000434310373593482,0.294583901569038,1,0.806,1,"6"
"PHKG2",0.000436134214744328,0.377494853905053,1,0.556,1,"6"
"TGS1",0.000436709847345646,0.360536650911659,0.867,0.502,1,"6"
"CCNI",0.000436789883323408,-0.276085991087904,0.933,0.971,1,"6"
"ZNF667-AS1",0.00044458194117228,0.44113588198475,0.533,0.161,1,"6"
"C16orf72",0.000447201583647544,0.390358495369998,0.933,0.563,1,"6"
"GADD45A",0.000450948520717438,0.412943116948106,0.867,0.412,1,"6"
"NRIP1",0.000452069900485874,0.368358050266706,0.933,0.523,1,"6"
"MDM4",0.000454857123919698,-0.318790848497784,0.933,0.953,1,"6"
"ABL1",0.000458701399021184,0.431004307542171,0.6,0.244,1,"6"
"ACAT1",0.000461986500450052,0.404900338158916,1,0.591,1,"6"
"DECR1",0.000462374132433722,0.339635160960281,1,0.685,1,"6"
"TMEM245",0.000462910854138908,0.438754857700356,0.8,0.376,1,"6"
"MCMBP",0.000473170953152041,0.402309796769185,0.867,0.43,1,"6"
"DYNLT1",0.000478630207172645,-0.258582477321656,0.867,0.932,1,"6"
"SORD2P",0.00048042339426175,0.361795368971167,0.733,0.297,1,"6"
"ACTR3C",0.000482826465941132,0.344671686537978,0.533,0.158,1,"6"
"LRIF1",0.000483651997067801,0.448228983397162,0.8,0.409,1,"6"
"GCLM",0.000483979630762845,0.383192985235469,0.867,0.452,1,"6"
"RBM27",0.000489713516619653,0.300305798261941,1,0.742,1,"6"
"ZNF615",0.000503309216960345,0.457856399026463,0.4,0.111,1,"6"
"KCNK1",0.000505975366850763,-0.63195171443086,0,0.491,1,"6"
"UTP14A",0.000514955023787007,0.354403549667588,0.8,0.326,1,"6"
"SMS",0.000518833953773078,0.28351029647785,1,0.832,1,"6"
"FRS2",0.000521749114836174,0.410593456303937,0.867,0.505,1,"6"
"APEX2",0.000527516219769331,0.413302874473728,0.667,0.269,1,"6"
"BABAM1",0.000528380426154816,0.375155260136895,0.933,0.434,1,"6"
"ERMP1",0.000533857943448534,0.347985362342722,0.867,0.384,1,"6"
"RSRP1",0.00053582233197751,0.399677322310334,1,0.577,1,"6"
"MTHFD1",0.000536620656566294,0.398603326584142,0.867,0.391,1,"6"
"MEST",0.000536698068459772,0.453627377343287,0.867,0.47,1,"6"
"PMAIP1",0.000542022433847676,0.432628025269648,0.933,0.394,1,"6"
"TPMT",0.000545673044367933,0.403915038874206,0.733,0.358,1,"6"
"CEP41",0.000548379209925618,0.359859647291309,0.667,0.222,1,"6"
"LTBR",0.000549617120624851,-0.604237670271198,0.067,0.541,1,"6"
"N4BP2L2",0.000550426092000596,-0.344453852691721,0.867,0.935,1,"6"
